,C,R33,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
44959,42,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44960,3,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44961,1,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44962,3,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44963,29,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44964,45,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44965,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44966,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44967,8,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44968,33,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44969,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44970,0,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44971,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44972,35,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44973,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44974,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44975,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44976,0,84,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44977,99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44978,58,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44979,20,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44980,98,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44981,89,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44982,65,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44983,77,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44984,77,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44985,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44986,63,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44987,79,11,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
44988,76,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
44989,48,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
44990,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44991,30,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44992,1,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44993,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44994,61,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44995,68,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44996,13,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44997,26,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44998,2,67,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
44999,34,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45000,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45001,30,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45002,0,100,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45003,32,68,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45004,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45005,60,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45006,32,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45007,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45008,55,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45009,73,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45010,33,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45011,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45012,62,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45013,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45014,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45015,95,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45016,82,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45017,83,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45018,100,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45019,17,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45020,10,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45021,92,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45022,49,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45023,7,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45024,31,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45025,32,53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45026,48,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45027,4,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45028,6,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45029,32,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45030,30,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45031,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45032,11,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45033,4,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45034,8,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45035,57,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45036,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45037,13,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45038,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45039,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45040,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45041,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45042,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45043,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45044,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45045,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45046,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45047,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45048,21,77,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45049,10,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45050,2,98,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45051,4,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45052,0,96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45053,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45054,3,97,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45055,23,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45056,0,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45057,3,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45058,10,90,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45059,2,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45060,16,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45061,0,100,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45062,5,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45063,16,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45064,9,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45065,5,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45066,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45067,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45068,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45069,32,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45070,5,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45071,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45072,21,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45073,22,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45074,11,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45075,16,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45076,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45077,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45078,1,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45079,18,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45080,27,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45081,2,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45082,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45083,2,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45084,6,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45085,5,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45086,2,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45087,11,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45088,14,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45089,31,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45090,53,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45091,6,43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45092,2,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45093,19,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45094,4,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45095,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45096,18,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45097,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45098,0,77,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45099,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45100,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45101,15,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45102,8,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45103,2,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45104,44,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45105,42,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45106,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45107,69,31,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45108,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45109,49,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45110,85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45111,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45112,66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45113,60,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45114,51,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45115,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45116,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45117,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45118,89,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45119,100,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45120,63,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45121,47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45122,17,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45123,14,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45124,52,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45125,41,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45126,43,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45127,55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45128,72,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45129,26,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45130,1,99,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45131,4,88,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45132,47,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45133,98,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45134,91,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45135,82,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45136,79,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45137,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45138,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45139,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45140,97,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45141,49,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45142,58,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45143,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45144,93,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45145,100,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45146,39,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45147,65,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45148,10,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45149,39,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45150,88,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45151,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45152,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45153,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45154,32,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45155,73,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45156,3,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45157,45,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45158,18,82,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45159,1,63,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45160,5,86,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45161,42,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45162,74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45163,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45164,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45165,66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45166,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45167,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45168,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45169,96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45170,76,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45171,56,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45172,100,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45173,70,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45174,77,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
45175,35,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45176,38,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45177,23,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45178,4,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45179,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45180,31,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45181,40,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45182,61,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45183,17,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45184,6,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45185,19,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45186,66,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
45187,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45188,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45189,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45190,95,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45191,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45192,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45193,0,58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45194,0,76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45195,20,58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45196,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45197,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45198,0,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45199,0,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45200,1,81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45201,0,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45202,21,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45203,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45204,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45205,23,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45206,0,97,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45207,3,94,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45208,0,67,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45209,15,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45210,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45211,6,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45212,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45213,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45214,2,86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45215,0,73,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45216,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45217,43,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45218,0,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45219,0,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45220,59,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
45221,27,73,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45222,0,83,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45223,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45224,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45225,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45226,0,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45227,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45228,1,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45229,93,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45230,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45231,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45232,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45233,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45234,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45235,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45236,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45237,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45238,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45239,1,93,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45240,10,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45241,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45242,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45243,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45244,4,96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45245,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45246,96,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45247,2,59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45248,3,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45249,37,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
45250,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45251,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45252,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45253,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
45254,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
