,R50,C,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
33243,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33244,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33245,0,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33246,0,29,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33247,80,13,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33248,65,35,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33249,0,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33250,0,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33251,0,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33252,73,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33253,78,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33254,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33255,0,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33256,0,23,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33257,0,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33258,0,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33259,11,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33260,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33261,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33262,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33263,8,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33264,29,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33265,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33266,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33267,10,58,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
33268,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33269,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33270,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33271,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33272,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33273,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33274,32,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33275,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33276,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33277,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33278,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33279,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33280,52,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33281,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33282,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33283,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33284,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33285,20,53,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
33286,60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33287,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33288,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33289,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33290,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33291,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33292,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33293,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33294,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33295,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33296,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33297,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33298,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33299,1,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33300,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33301,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33302,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33303,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33304,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33305,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33306,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33307,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33308,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33309,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33310,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33311,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33312,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33313,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33314,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33315,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33316,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33317,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33318,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33319,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33320,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33321,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33322,0,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33323,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33324,82,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33325,50,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33326,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33327,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33328,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33329,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33330,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33331,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33332,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33333,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33334,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33335,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33336,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33337,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33338,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33339,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33340,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33341,1,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33342,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33343,23,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33344,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33345,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33346,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33347,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33348,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33349,16,13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33350,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33351,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33352,5,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33353,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33354,63,10,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33355,30,19,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33356,7,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33357,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33358,4,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33359,0,10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33360,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33361,10,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33362,10,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33363,15,11,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33364,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33365,2,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33366,10,20,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33367,3,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33368,82,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33369,41,6,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33370,15,21,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33371,1,23,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33372,6,14,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33373,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33374,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33375,6,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33376,2,23,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33377,3,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33378,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33379,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33380,0,21,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33381,2,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33382,11,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33383,49,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33384,15,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33385,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33386,13,20,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33387,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33388,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33389,6,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33390,7,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
33391,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33392,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33393,9,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33394,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33395,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
33396,79,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33397,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33398,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33399,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33400,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33401,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33402,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33404,0,28,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33405,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33406,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33407,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33408,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33409,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33410,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33411,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33412,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33413,0,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33414,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
33415,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33416,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33417,68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33418,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33419,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33420,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33421,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33422,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33423,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33424,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33425,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33426,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33427,55,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33428,8,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33429,0,25,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33430,0,45,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33431,0,23,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33432,1,7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33433,0,23,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33434,28,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33435,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33436,0,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33437,0,27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33438,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33439,0,14,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33440,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33441,0,27,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33442,0,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33443,0,5,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33444,0,20,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33445,0,44,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33446,28,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33447,4,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33448,2,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33449,6,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33450,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33451,0,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33452,0,6,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33453,100,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33454,2,54,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33455,5,26,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33456,26,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33457,21,22,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33458,7,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33459,13,37,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33460,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33461,56,10,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33462,19,20,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33463,19,32,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33464,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33465,9,9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33466,62,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33467,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33468,40,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33469,10,10,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33470,18,29,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33471,6,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33472,9,24,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33473,72,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33474,61,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33475,10,26,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33476,1,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33477,22,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33478,3,43,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33479,6,28,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33480,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33481,39,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33482,10,19,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33483,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33484,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33485,10,26,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33486,0,13,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33487,0,18,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33488,27,18,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33489,3,9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33490,9,39,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33491,34,33,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33492,13,5,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33493,13,12,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33494,7,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33495,0,38,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33496,20,26,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33497,10,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33498,6,23,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33499,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33500,54,39,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33501,19,34,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33502,28,24,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33503,11,9,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33504,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33505,0,4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33506,2,73,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33507,4,81,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33508,10,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33509,37,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33510,2,55,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33511,7,19,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33512,3,21,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33513,56,10,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33514,2,11,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33515,8,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33516,10,54,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33517,16,20,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33518,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33519,10,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33520,2,56,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33521,23,12,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33522,0,13,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33523,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33524,76,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33525,44,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33526,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33527,0,31,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33528,1,9,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33529,0,33,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33530,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33531,0,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33532,20,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33533,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33534,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33535,0,16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33536,1,8,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33537,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33538,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
