,R50,C,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
32920,29,9,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32921,7,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32922,19,8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32923,5,19,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32924,19,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32925,27,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32926,8,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32927,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32928,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32929,9,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32930,79,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
32931,25,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32932,5,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32933,50,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32934,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32935,16,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32936,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32937,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32938,0,8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32939,20,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32940,39,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32941,8,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32942,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32943,15,16,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32944,9,6,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32945,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32946,24,15,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32947,3,23,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32948,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32949,28,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32950,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32951,17,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32952,3,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32953,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32954,17,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32955,1,16,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32956,2,30,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32957,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32958,33,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32959,34,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32960,21,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32961,40,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32962,27,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32963,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32964,28,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
32965,8,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32966,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32967,10,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32968,9,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32969,2,25,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32970,2,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32971,18,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32972,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32973,16,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32974,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32975,15,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32976,37,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32977,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32978,41,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32979,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32980,3,36,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32981,5,7,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32982,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32983,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32984,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32985,23,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32986,7,11,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32987,1,9,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32988,37,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32989,22,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32990,10,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32991,10,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32992,2,34,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32993,1,21,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32994,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32995,9,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32996,6,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32997,20,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32998,1,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32999,16,20,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33000,1,19,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33001,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33002,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33003,3,8,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33004,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33005,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33006,3,19,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33007,22,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33008,7,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33009,19,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33010,38,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33011,19,33,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33012,0,32,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33013,42,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33014,20,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33015,1,41,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33016,15,12,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33017,0,15,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33018,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33019,10,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33020,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33021,16,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33022,1,42,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33023,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33024,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33025,45,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33026,0,31,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33027,8,10,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33028,11,17,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33029,12,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33030,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33031,0,17,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33032,0,47,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33033,31,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33034,29,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33035,7,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33036,34,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33037,42,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33038,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33039,14,32,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33040,2,23,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33041,3,13,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33042,20,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33043,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33044,14,8,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33045,3,27,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33046,1,38,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33047,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33048,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33049,9,31,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33050,15,30,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33051,9,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33052,0,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33053,34,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33054,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33055,12,11,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33056,19,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33057,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33058,18,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33059,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33060,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33061,1,18,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33062,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33063,25,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33064,2,15,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33065,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33066,3,19,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33067,5,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33068,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33069,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33070,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33071,2,5,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33072,5,12,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33073,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33074,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33075,20,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33076,28,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33077,25,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33078,6,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33079,0,28,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33080,5,6,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33081,24,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33082,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33083,19,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33084,0,24,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33085,4,18,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33086,20,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33087,14,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33088,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33089,2,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33090,20,5,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33091,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33092,3,21,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33093,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33094,26,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33095,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33096,10,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33097,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33098,3,5,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33099,4,45,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33100,28,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33101,30,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33102,13,13,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33103,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33104,65,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33105,14,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33106,0,45,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33107,0,17,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33108,0,28,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33109,32,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33110,0,33,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33111,0,36,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33112,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33113,6,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33114,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33115,3,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33116,0,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33117,0,25,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33118,0,17,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33119,2,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33120,30,11,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33121,6,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33122,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33123,17,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33124,50,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33125,0,25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33126,3,24,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33127,43,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33128,7,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33129,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33130,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33131,6,9,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33132,28,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33133,0,24,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33134,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33135,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33136,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33137,12,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33138,45,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33139,6,11,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33140,5,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33141,46,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33142,4,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33143,18,14,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33144,7,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33145,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33146,1,47,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33147,57,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33148,0,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33149,3,12,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33150,4,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33151,10,12,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33152,0,23,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
33153,45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33154,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33155,0,51,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33156,0,34,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33157,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33158,26,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33159,0,38,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33160,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33161,0,16,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33162,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33163,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33164,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33165,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33166,2,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33167,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
33168,0,18,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33169,0,13,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
33170,38,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33171,8,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33172,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33173,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33174,11,11,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33175,17,21,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33176,49,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33177,0,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33178,9,4,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33179,40,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33180,15,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33181,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33182,1,38,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33183,0,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33184,8,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33185,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33186,9,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33187,40,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33188,18,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33189,12,24,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33190,21,31,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33191,11,11,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33192,15,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33193,2,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33194,1,41,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33195,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33196,9,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33197,5,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33198,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33199,9,16,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33200,26,18,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33201,0,27,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33202,0,15,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
