,C,R50,F,Q,FULL,FULL1,TRIPS,TRIPS1,TP,TPTK,LP,BOP,OP,RR,LRR,HRR,DRR,"AA,KK",WR,WR1,GS,GS1,SD
41383,0,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41384,0,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41385,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41386,20,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41387,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41388,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41389,0,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41390,2,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41391,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41392,1,0,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41393,0,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41394,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41395,20,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41396,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41397,1,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41398,0,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41399,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41400,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41401,4,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41402,0,1,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41403,25,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41404,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41405,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41406,100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41407,98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41408,2,0,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41409,11,0,74,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41410,1,0,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41411,29,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41412,42,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41413,21,0,63,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41414,26,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41415,7,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41416,13,0,36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41417,85,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41418,16,0,84,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41419,10,0,36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41420,86,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41421,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41422,87,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41423,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41424,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41425,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41426,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41427,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41428,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41429,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41430,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41431,23,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41432,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41433,57,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41434,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41435,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41436,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41437,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41438,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41439,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41440,0,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41441,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41442,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41443,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41444,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41445,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41446,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41447,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41448,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41449,0,0,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41450,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41451,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41452,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41453,100,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41454,0,0,63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41455,0,0,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41456,0,0,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41457,0,0,89,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41458,1,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41459,0,0,32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41460,0,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41461,0,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41462,0,0,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41463,100,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41464,0,0,31,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41465,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41466,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41467,100,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41468,100,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41469,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41470,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41471,1,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41472,0,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41473,3,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41474,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41475,0,0,16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41476,17,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41477,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41478,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41479,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41480,28,0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41481,11,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41482,9,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41483,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41484,0,0,39,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41485,0,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41486,0,1,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41487,0,2,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41488,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41489,3,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41490,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41491,8,2,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41492,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41493,8,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41494,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41495,40,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41496,23,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41497,15,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41498,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41499,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500,27,1,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41501,1,0,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41502,2,0,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41503,0,0,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41504,0,0,97,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41505,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41506,10,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41507,1,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41508,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41509,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41510,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41511,0,0,41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41512,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41513,86,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41514,65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41515,48,0,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41516,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41517,10,0,73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41518,7,0,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41519,5,0,36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41520,2,0,80,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41521,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41522,44,0,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41523,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41524,17,0,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41525,3,0,68,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41526,24,0,74,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41527,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41528,80,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41529,69,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41530,47,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41531,57,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41532,44,0,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41533,49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41534,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41535,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41536,60,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41537,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41538,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41539,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41540,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41541,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41542,96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41543,32,0,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41544,9,0,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41545,9,0,72,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41546,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41547,42,0,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41548,7,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41549,54,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41550,51,0,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41551,15,0,44,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41552,5,0,76,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41553,75,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41554,35,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41555,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41556,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41557,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41558,49,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41559,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41560,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41561,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41562,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41563,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41564,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41565,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41566,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41567,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41568,0,0,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41569,0,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41570,0,0,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41571,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41572,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41573,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41574,0,0,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41575,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41576,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41577,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41578,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41579,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41580,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41581,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41582,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41583,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41584,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41585,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41586,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
41587,0,0,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41588,100,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41589,0,0,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41590,0,0,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41591,0,0,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41592,0,0,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41593,0,0,27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41594,0,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41595,0,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41596,100,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41597,0,0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41598,0,0,59,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41599,100,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41600,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41601,0,0,45,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41602,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41603,0,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41604,0,0,61,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41605,16,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41606,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41607,4,0,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41608,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41609,0,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41610,53,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41611,4,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41612,38,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41613,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41614,0,0,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41615,0,0,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41616,1,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41617,0,0,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41618,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41619,11,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41620,0,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41621,5,0,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41622,3,0,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41623,46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41624,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41625,41,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41626,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41627,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41628,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41629,1,1,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41630,0,0,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41631,0,1,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41632,0,0,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41633,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41634,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41635,0,0,49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41636,1,0,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41637,4,7,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41638,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41639,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41640,57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41641,93,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41642,100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41643,39,0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41644,20,0,30,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41645,1,0,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41646,4,0,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41647,22,0,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41648,54,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41649,4,0,74,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41650,9,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41651,9,0,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41652,24,0,39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41653,8,0,76,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41654,8,0,82,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41655,87,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41656,96,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41657,100,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
41658,9,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41659,53,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41660,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41661,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41662,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41663,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41664,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41665,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
