combo,weight
As5h5s3s,100
As7c5s3s,100
As7h5s3s,100
AsKc5s3s,100
AsKh5s3s,100
As6d5s3s,11
AsKd5s3s,100
5c5s3s2c,100
5h5s3s2h,100
Kc5s3s2c,100
Kh5s3s2h,100
Kc5s3c3s,100
Kh5s3h3s,100
6c5s4c3s,88
6h5s4c3s,88
6c5s4h3s,88
6h5s4h3s,88
7c5s4c3s,100
7h5s4c3s,100
7c5s4h3s,100
7h5s4h3s,100
Kc5s4c3s,100
Kh5s4h3s,100
6d5s4c3s,35
6d5s4h3s,35
7c5c5s3s,68
7h5c5s3s,68
7c5h5s3s,68
7h5h5s3s,68
8c5c5s3s,100
8h5h5s3s,100
9c5c5s3s,100
9h5h5s3s,100
Tc5c5s3s,100
Th5h5s3s,100
Jc5c5s3s,100
Jh5h5s3s,100
Qc5c5s3s,100
Qh5h5s3s,100
Ac5c5s3s,35
Ah5h5s3s,35
7c6c5s3s,100
7h6c5s3s,100
7c6h5s3s,100
7h6h5s3s,100
9c6c5s3s,100
9h6h5s3s,100
Kc6c5s3s,91
Kh6h5s3s,91
6c5s4d3s,52
6h5s4d3s,52
Qc7c5s3s,82
Qh7h5s3s,82
Kc7c5s3s,66
Kh7h5s3s,66
Ac7c5s3s,100
Ah7h5s3s,100
Kc9c5s3s,100
Kh9h5s3s,100
KcTc5s3s,100
KhTh5s3s,100
KcJc5s3s,100
KhJh5s3s,100
KcQc5s3s,100
KhQh5s3s,100
AcKc5s3s,50
AhKc5s3s,50
AcKh5s3s,50
AhKh5s3s,50
AdKc5s3s,82
AdKh5s3s,82
AcKd5s3s,89
AhKd5s3s,89
5s4d3s2d,100
6d5s3s2d,100
5s4d3d3s,100
6d5s3d3s,86
8d5s4d3s,99
8d6d5s3s,70
9d6d5s3s,99
Jd6d5s3s,100
Qd6d5s3s,63
9d8d5s3s,65
JdTd5s3s,100
7s6s5c3s,100
7s6s5h3s,100
9c9s6s3s,100
9h9s6s3s,100
9d9s6s3s,100
QdQs6s3s,100
AsKc6s3s,100
AsKh6s3s,100
6s4c3c3s,100
6s4h3c3s,100
6s4c3h3s,100
6s4h3h3s,100
6s5c4c3s,84
6s5h4c3s,84
6s5c4h3s,84
6s5h4h3s,84
6c6s4c3s,100
6h6s4c3s,100
6c6s4h3s,100
6h6s4h3s,100
7c6s4c3s,51
7h6s4c3s,51
7c6s4h3s,51
7h6s4h3s,51
8c6s4c3s,87
8h6s4h3s,87
Qc6s4c3s,100
Qh6s4h3s,100
Kc6s4c3s,100
Kh6s4h3s,100
Ac6s4c3s,100
Ah6s4h3s,100
6s4c4h3s,99
7c6s5c3s,100
7h6s5c3s,100
7c6s5h3s,100
7h6s5h3s,100
8c6s5c3s,100
8h6s5h3s,100
9c6s5c3s,100
9h6s5h3s,100
Kc6s5c3s,93
Kh6s5h3s,93
6s5c4d3s,38
6s5h4d3s,38
6c6s4d3s,80
6h6s4d3s,80
9c7c6s3s,100
9h7h6s3s,100
7c6s4d3s,1
7h6s4d3s,1
9c8c6s3s,97
9h8h6s3s,97
Kc8c6s3s,49
Kh8h6s3s,49
8c8h6s3s,10
Kc9c6s3s,100
Kh9h6s3s,100
9c9d6s3s,100
9d9h6s3s,100
9c9h6s3s,100
KcTc6s3s,100
KhTh6s3s,100
KcJc6s3s,100
KhJh6s3s,100
KcQc6s3s,100
KhQh6s3s,100
QcQd6s3s,100
QdQh6s3s,100
AcKc6s3s,100
AhKh6s3s,100
6s3d3s2d,57
6s4d3d3s,63
8d6s3d3s,66
9d6s3d3s,100
Td6s3d3s,99
Jd6s3d3s,65
Qd6s3d3s,100
Qd6s4d3s,60
8d6d6s3s,68
9d6d6s3s,78
Td6d6s3s,100
Kd6d6s3s,100
Td9d6s3s,100
Qd9d6s3s,81
JdTd6s3s,100
QdTd6s3s,100
QdJd6s3s,100
As7s5c3s,100
As7s5h3s,100
AsKc7s3s,100
AsKh7s3s,100
AsKd7s3s,100
Kc7s3c3s,100
Kh7s3h3s,100
7s5c4c3s,100
7s5h4c3s,100
7s5c4h3s,100
7s5h4h3s,100
7s6c4c3s,37
7s6h4c3s,37
7s6c4h3s,37
7s6h4h3s,37
Kc7s4c3s,100
Kh7s4h3s,100
7s6c5c3s,100
7s6h5c3s,100
7s6c5h3s,100
7s6h5h3s,100
Kc7s5c3s,75
Kh7s5h3s,75
Ac7s5c3s,100
Ah7s5h3s,100
7s5c5h3s,82
9c7s6c3s,100
9h7s6h3s,100
Tc7c7s3s,99
Th7h7s3s,99
Kc9c7s3s,89
Kh9h7s3s,89
KcTc7s3s,100
KhTh7s3s,100
KcJc7s3s,100
KhJh7s3s,100
KcQc7s3s,81
KhQh7s3s,81
AcKc7s3s,100
AhKh7s3s,100
KcKd7s3s,100
KdKh7s3s,100
9d7s6d3s,58
Td7s6d3s,100
9d8d7s3s,100
Td9d7s3s,100
QdTd7s3s,100
AsKc8s3s,13
AsKh8s3s,13
8s6c4c3s,74
8s6h4h3s,74
8s6c5c3s,100
8s6h5h3s,100
Kc8s5c3s,62
Kh8s5h3s,62
8c8s6c3s,60
8h8s6c3s,60
8c8s6h3s,60
8h8s6h3s,60
9c8s6c3s,93
9h8s6h3s,93
Kc8s6c3s,32
Kh8s6h3s,32
Kc9c8s3s,100
Kh9h8s3s,100
AcKc8s3s,100
AhKh8s3s,100
8s6d3d3s,50
9d8s3d3s,100
Ad8s3d3s,34
8d8s4d3s,100
8d8s6d3s,67
9d8d8s3s,100
Ad8d8s3s,52
Td9d8s3s,100
Jd9d8s3s,100
KdTd8s3s,80
AdTd8s3s,44
KdJd8s3s,69
AdJd8s3s,61
KdQd8s3s,69
AdQd8s3s,36
AsKc9s3s,100
AsKh9s3s,100
9s6c5c3s,100
9s6h5h3s,100
9s7c5c3s,49
9s7h5h3s,49
Kc9s5c3s,100
Kh9s5h3s,100
9s7c6c3s,100
9s7h6h3s,100
9s8c6c3s,74
9s8h6h3s,74
9c9s6c3s,100
9h9s6c3s,100
9c9s6h3s,100
9h9s6h3s,100
Kc9s6c3s,100
Kh9s6h3s,100
9d9s6c3s,100
9d9s6h3s,100
Kc9s7c3s,98
Kh9s7h3s,98
Kc9s8c3s,100
Kh9s8h3s,100
9c9s6d3s,100
9h9s6d3s,100
AcKc9s3s,100
AhKh9s3s,100
Ad9s3s2d,60
9s6d3d3s,70
Ad9s3d3s,63
9d9s4d3s,100
9d9s6d3s,94
Td9s6d3s,100
9d9s8d3s,100
Td9s8d3s,100
Jd9s8d3s,100
Qd9s8d3s,100
Qd9d9s3s,100
Ad9d9s3s,32
AdTd9s3s,28
QdJd9s3s,100
AdJd9s3s,76
KcQsTs3s,97
KhQsTs3s,97
AsKcTs3s,100
AsKhTs3s,100
KcTs4c3s,100
KhTs4h3s,100
KcTs5c3s,100
KhTs5h3s,100
KcTs6c3s,100
KhTs6h3s,100
KcTs7c3s,67
KhTs7h3s,67
KcJcTs3s,100
KhJcTs3s,100
KcJhTs3s,100
KhJhTs3s,100
KcQcTs3s,100
KhQcTs3s,100
KcQhTs3s,100
KhQhTs3s,100
KcQdTs3s,84
KhQdTs3s,84
AhKcTs3s,100
AcKhTs3s,100
AcKdTs3s,100
AhKdTs3s,100
TdTs3s2d,100
KdTs3s2d,100
AdTs3s2d,37
Ts4d3d3s,100
Ts6d3d3s,99
TdTs4d3s,100
Ts9d6d3s,90
TdTs6d3s,100
JdTs6d3s,100
Ts9d8d3s,96
TdTs8d3s,100
KdTs8d3s,92
AdTs8d3s,40
TdTs9d3s,100
QdTs9d3s,71
AdTs9d3s,51
JdTdTs3s,100
QdTdTs3s,100
KdTdTs3s,83
KcQsJs3s,72
KhQsJs3s,72
AsKcJs3s,100
AsKhJs3s,100
KcJs4c3s,100
KhJs4h3s,100
KcJs5c3s,100
KhJs5h3s,100
KcJs6c3s,100
KhJs6h3s,100
JdJs6c3s,100
JdJs6h3s,100
KcJs7c3s,61
KhJs7h3s,61
KcJsTc3s,90
KhJsTc3s,90
KcJsTh3s,90
KhJsTh3s,90
KcQcJs3s,97
KhQcJs3s,97
KcQhJs3s,97
KhQhJs3s,97
KcJsTd3s,100
KhJsTd3s,100
AhKcJs3s,100
AcKhJs3s,100
AcKdJs3s,100
AhKdJs3s,100
JdJs3s2d,100
KdJs3s2d,94
AdJs3s2d,29
Js4d3d3s,100
Js6d3d3s,65
JsTd3d3s,100
JsTd4d3s,100
JdJs4d3s,100
QdJs4d3s,100
JsTd6d3s,100
JdJs6d3s,100
Js9d8d3s,76
JdJs8d3s,100
KdJs8d3s,99
AdJs8d3s,78
JdJs9d3s,100
AdJs9d3s,85
JdJsTd3s,45
AsKcQs3s,100
AsKhQs3s,100
AsKdQs3s,100
Qs6c4c3s,100
Qs6h4h3s,100
KcQs4c3s,53
KhQs4c3s,53
KcQs4h3s,53
KhQs4h3s,53
QdQs4c3s,100
QdQs4h3s,100
Qs7c5c3s,100
Qs7h5h3s,100
KcQs5c3s,50
KhQs5c3s,50
KcQs5h3s,50
KhQs5h3s,50
Qs9c6c3s,100
Qs9h6h3s,100
KcQs6c3s,100
KhQs6h3s,100
QdQs6c3s,100
QdQs6h3s,100
KcQs7c3s,78
KhQs7h3s,78
KcQsTc3s,99
KhQsTc3s,99
KcQsTh3s,99
KhQsTh3s,99
KcQsJc3s,50
KhQsJc3s,50
KcQsJh3s,50
KhQsJh3s,50
QcQs4d3s,100
QhQs4d3s,100
QcQs6d3s,100
QhQs6d3s,100
AhKcQs3s,100
AcKhQs3s,100
QdQs3s2d,64
AdQs3s2d,49
Qs4d3d3s,100
Qs6d3d3s,100
KdQs3d3s,50
QsTd4d3s,100
Qs9d6d3s,90
QsTd6d3s,100
QsJd6d3s,100
Qs9d8d3s,100
QdQs8d3s,100
KdQs8d3s,100
AdQs8d3s,75
QsTd9d3s,99
AdQs9d3s,53
QsJdTd3s,46
KdQsTd3s,98
AsKc3s2c,53
AsKh3s2c,53
AsKc3s2h,53
AsKh3s2h,53
AsKh3c3s,21
AsKc3h3s,21
As6c4c3s,100
As6h4c3s,100
As6c4h3s,100
As6h4h3s,100
As7c4c3s,95
As7h4c3s,95
As7c4h3s,95
As7h4h3s,95
As6d4c3s,90
As6d4h3s,90
AsKd4c3s,100
AsKd4h3s,100
AsKh4c3s,100
AsKc4h3s,100
As7c5c3s,100
As7h5c3s,100
As7c5h3s,100
As7h5h3s,100
As6d5c3s,33
As6d5h3s,33
AsKd5c3s,86
AsKd5h3s,86
As5c5h3s,100
AsKh5c3s,100
AsKc5h3s,100
As7c6c3s,90
As7h6c3s,90
As7c6h3s,90
As7h6h3s,90
As8c6c3s,23
As8h6c3s,23
As8c6h3s,23
As8h6h3s,23
As9c6c3s,54
As9h6c3s,54
As9c6h3s,54
As9h6h3s,54
As6c4d3s,100
As6h4d3s,100
AsKd6c3s,100
AsKd6h3s,100
AsKh6c3s,100
AsKc6h3s,100
AsKd7c3s,79
AsKd7h3s,79
AsKh7c3s,82
AsKc7h3s,82
