combo,weight
JsTc2h2s,100
JsTh2h2s,100
JcJs2c2s,100
JhJs2c2s,100
JcJs2h2s,100
JhJs2h2s,100
QcJs2c2s,100
QhJs2c2s,100
QcJs2h2s,100
QhJs2h2s,100
AcJs2c2s,100
AhJs2c2s,100
AcJs2h2s,100
AhJs2h2s,100
JsTc3c2s,100
JsTh3h2s,100
JcJs3c2s,100
JhJs3c2s,100
JcJs3h2s,100
JhJs3h2s,100
QcJs3c2s,100
QhJs3h2s,100
KcJs3c2s,100
KhJs3h2s,100
AcJs3c2s,100
AhJs3h2s,100
JcJs4c2s,100
JhJs4c2s,100
JcJs4h2s,100
JhJs4h2s,100
QcJs4c2s,100
QhJs4h2s,100
KcJs4c2s,100
KhJs4h2s,100
JcJs5c2s,100
JhJs5c2s,100
JcJs5h2s,100
JhJs5h2s,100
KcJs5c2s,100
KhJs5h2s,100
JcJs6c2s,100
JhJs6h2s,100
JcJs7c2s,100
JhJs7h2s,100
JcJs8c2s,100
JhJs8c2s,100
JcJs8h2s,100
JhJs8h2s,100
QcJs8c2s,100
QhJs8h2s,100
AcJs8c2s,100
AhJs8h2s,100
JcJs9c2s,100
JhJs9c2s,100
JcJs9h2s,100
JhJs9h2s,100
QcJs9c2s,100
QhJs9h2s,100
KcJs9c2s,100
KhJs9h2s,100
AcJs9c2s,100
AhJs9h2s,100
JcJsTc2s,100
JhJsTc2s,100
JcJsTh2s,100
JhJsTh2s,100
QcJsTc2s,100
QhJsTc2s,100
QcJsTh2s,100
QhJsTh2s,100
KcJsTc2s,100
KhJsTc2s,100
KcJsTh2s,100
KhJsTh2s,100
AcJsTc2s,100
AhJsTc2s,100
AcJsTh2s,100
AhJsTh2s,100
JsTcTd2s,100
JsTdTh2s,100
JsTcTh2s,100
QcJcJs2s,100
QhJcJs2s,100
QcJhJs2s,100
QhJhJs2s,100
KcJcJs2s,100
KhJcJs2s,100
KcJhJs2s,100
KhJhJs2s,100
AcJcJs2s,100
AhJcJs2s,100
AcJhJs2s,100
AhJhJs2s,100
JcJs2d2s,100
JhJs2d2s,100
JcJs3d2s,100
JhJs3d2s,100
KcQcJs2s,100
KhQcJs2s,100
KcQhJs2s,100
KhQhJs2s,100
AcQcJs2s,100
AhQcJs2s,100
AcQhJs2s,100
AhQhJs2s,100
QcJdJs2s,100
QhJdJs2s,100
QcQdJs2s,100
QdQhJs2s,100
QcQhJs2s,100
AcKcJs2s,100
AhKcJs2s,100
AcKhJs2s,100
AhKhJs2s,100
AcJdJs2s,100
AhJdJs2s,100
AcAhJs2s,100
Js4d2d2s,100
JdJs3d2s,100
JdJs4d2s,100
JdJs8d2s,100
JdJs9d2s,100
JdJsTd2s,100
QdJdJs2s,100
AsQs2c2s,100
AsQs2h2s,100
AsQsTc2s,100
AsQsTh2s,100
AsQsJc2s,100
AsQsJh2s,100
AsQcQs2s,100
AsQhQs2s,100
AsKcQs2s,100
AsKhQs2s,100
AcAsQs2s,100
AhAsQs2s,100
AsQdQs2s,100
QsTc2c2s,100
QsTh2c2s,100
QsTc2h2s,100
QsTh2h2s,100
QsJc2c2s,100
QsJh2c2s,100
QsJc2h2s,100
QsJh2h2s,100
QcQs2c2s,100
QhQs2c2s,100
QcQs2h2s,100
QhQs2h2s,100
AcQs2c2s,100
AhQs2c2s,100
AcQs2h2s,100
AhQs2h2s,100
QsTc3c2s,100
QsTh3h2s,100
QsJc3c2s,100
QsJh3h2s,100
QcQs3c2s,100
QhQs3c2s,100
QcQs3h2s,100
QhQs3h2s,100
KcQs3c2s,100
KhQs3h2s,100
AcQs3c2s,100
AhQs3h2s,100
QsTc4c2s,100
QsTh4h2s,100
QsJc4c2s,100
QsJh4h2s,100
QcQs4c2s,100
QhQs4c2s,100
QcQs4h2s,100
QhQs4h2s,100
KcQs4c2s,100
KhQs4h2s,100
QcQs5c2s,100
QhQs5c2s,100
QcQs5h2s,100
QhQs5h2s,100
KcQs5c2s,100
KhQs5h2s,100
QsJc6c2s,100
QsJh6h2s,100
QcQs6c2s,100
QhQs6c2s,100
QcQs6h2s,100
QhQs6h2s,100
QcQs7c2s,100
QhQs7c2s,100
QcQs7h2s,100
QhQs7h2s,100
QsJc8c2s,100
QsJh8h2s,100
QcQs8c2s,100
QhQs8c2s,100
QcQs8h2s,100
QhQs8h2s,100
KcQs8c2s,100
KhQs8h2s,100
AcQs8c2s,100
AhQs8h2s,100
QsTc9c2s,100
QsTh9c2s,100
QsTc9h2s,100
QsTh9h2s,100
QsJc9c2s,100
QsJh9c2s,100
QsJc9h2s,100
QsJh9h2s,100
QcQs9c2s,100
QhQs9c2s,100
QcQs9h2s,100
QhQs9h2s,100
KcQs9c2s,100
KhQs9h2s,100
AcQs9c2s,100
AhQs9h2s,100
QsJcTc2s,100
QsJhTc2s,100
QsJcTh2s,100
QsJhTh2s,100
QcQsTc2s,100
QhQsTc2s,100
QcQsTh2s,100
QhQsTh2s,100
KcQsTc2s,100
KhQsTc2s,100
KcQsTh2s,100
KhQsTh2s,100
AcQsTc2s,100
AhQsTc2s,100
AcQsTh2s,100
AhQsTh2s,100
QsTc2d2s,100
QsTh2d2s,100
QsTcTd2s,100
QsTdTh2s,100
QdQsTc2s,100
QdQsTh2s,100
QsTcTh2s,100
QcQsJc2s,100
QhQsJc2s,100
QcQsJh2s,100
QhQsJh2s,100
KcQsJc2s,100
KhQsJc2s,100
KcQsJh2s,100
KhQsJh2s,100
AcQsJc2s,100
AhQsJc2s,100
AcQsJh2s,100
AhQsJh2s,100
QsJcJd2s,100
QsJdJh2s,100
QdQsJc2s,100
QdQsJh2s,100
QsJcJh2s,100
KcQcQs2s,100
KhQcQs2s,100
KcQhQs2s,100
KhQhQs2s,100
AcQcQs2s,100
AhQcQs2s,100
AcQhQs2s,100
AhQhQs2s,100
QcQs2d2s,100
QhQs2d2s,100
QcQs3d2s,100
QhQs3d2s,100
QcQs4d2s,100
QhQs4d2s,100
QcQs9d2s,100
QhQs9d2s,100
QcQsTd2s,100
QhQsTd2s,100
QcQsJd2s,100
QhQsJd2s,100
AcKcQs2s,100
AhKcQs2s,100
AcKhQs2s,100
AhKhQs2s,100
KcQsTd2s,100
KhQsTd2s,100
KcQsJd2s,100
KhQsJd2s,100
AcQdQs2s,100
AhQdQs2s,100
AcAhQs2s,100
Qs3d2d2s,100
Qs4d2d2s,100
QsJd2d2s,100
QdQs3d2s,100
QdQs4d2s,100
QdQs9d2s,100
QdQsTd2s,100
QdQsJd2s,100
As9c2c2s,100
As9h2c2s,100
As9c2h2s,100
As9h2h2s,100
AsTc2c2s,100
AsTh2c2s,100
AsTc2h2s,100
AsTh2h2s,100
AsJc2c2s,100
AsJh2c2s,100
AsJc2h2s,100
AsJh2h2s,100
AsQc2c2s,100
AsQh2c2s,100
AsQc2h2s,100
AsQh2h2s,100
AsKc2c2s,100
AsKh2c2s,100
AsKc2h2s,100
AsKh2h2s,100
AcAs2c2s,100
AhAs2c2s,100
AcAs2h2s,100
AhAs2h2s,100
As4c3c2s,100
As4h3c2s,100
As4c3h2s,100
As4h3h2s,100
AsTc3c2s,100
AsTh3c2s,100
AsTc3h2s,100
AsTh3h2s,100
AsJc3c2s,100
AsJh3c2s,100
AsJc3h2s,100
AsJh3h2s,100
AsQc3c2s,100
AsQh3c2s,100
AsQc3h2s,100
AsQh3h2s,100
AsKc3c2s,100
AsKh3c2s,100
AsKc3h2s,100
AsKh3h2s,100
AcAs3c2s,100
AhAs3c2s,100
AcAs3h2s,100
AhAs3h2s,100
As6c4c2s,100
As6h4c2s,100
As6c4h2s,100
As6h4h2s,100
AsKc4c2s,100
AsKh4c2s,100
AsKc4h2s,100
AsKh4h2s,100
AcAs4c2s,100
AhAs4c2s,100
AcAs4h2s,100
AhAs4h2s,100
As7c5c2s,100
As7h5c2s,100
As7c5h2s,100
As7h5h2s,100
AsTc5c2s,100
AsTh5c2s,100
AsTc5h2s,100
AsTh5h2s,100
AsJc5c2s,100
AsJh5c2s,100
AsJc5h2s,100
AsJh5h2s,100
AcAs5c2s,100
AhAs5c2s,100
AcAs5h2s,100
AhAs5h2s,100
As8c6c2s,100
As8h6c2s,100
As8c6h2s,100
As8h6h2s,100
AsKc6c2s,100
AsKh6c2s,100
AsKc6h2s,100
AsKh6h2s,100
AcAs6c2s,100
AhAs6c2s,100
AcAs6h2s,100
AhAs6h2s,100
As6c4d2s,100
As6h4d2s,100
As9c7c2s,100
As9h7c2s,100
As9c7h2s,100
As9h7h2s,100
AsJc7c2s,100
AsJh7c2s,100
AsJc7h2s,100
AsJh7h2s,100
AsQc7c2s,100
AsQh7c2s,100
AsQc7h2s,100
AsQh7h2s,100
AcAs7c2s,100
AhAs7c2s,100
AcAs7h2s,100
AhAs7h2s,100
AsJc8c2s,100
AsJh8c2s,100
AsJc8h2s,100
AsJh8h2s,100
AsQc8c2s,100
AsQh8c2s,100
AsQc8h2s,100
AsQh8h2s,100
AsKc8c2s,100
AsKh8c2s,100
AsKc8h2s,100
AsKh8h2s,100
AcAs8c2s,100
AhAs8c2s,100
AcAs8h2s,100
AhAs8h2s,100
AsTc9c2s,100
AsTh9c2s,100
AsTc9h2s,100
AsTh9h2s,100
AsJc9c2s,100
AsJh9c2s,100
AsJc9h2s,100
AsJh9h2s,100
AsQc9c2s,100
AsQh9c2s,100
AsQc9h2s,100
AsQh9h2s,100
AsKc9c2s,100
AsKh9c2s,100
AsKc9h2s,100
AsKh9h2s,100
AcAs9c2s,100
AhAs9c2s,100
AcAs9h2s,100
AhAs9h2s,100
As9c9h2s,100
AsJcTc2s,100
AsJhTc2s,100
AsJcTh2s,100
AsJhTh2s,100
AsQcTc2s,100
AsQhTc2s,100
AsQcTh2s,100
AsQhTh2s,100
AsKcTc2s,100
AsKhTc2s,100
AsKcTh2s,100
AsKhTh2s,100
AcAsTc2s,100
AhAsTc2s,100
AcAsTh2s,100
AhAsTh2s,100
AsTcTd2s,100
AsTdTh2s,100
AsTcTh2s,100
AsQcJc2s,100
AsQhJc2s,100
AsQcJh2s,100
AsQhJh2s,100
AsKcJc2s,100
AsKhJc2s,100
AsKcJh2s,100
AsKhJh2s,100
AcAsJc2s,100
AhAsJc2s,100
AcAsJh2s,100
AhAsJh2s,100
AsJcJd2s,100
AsJdJh2s,100
AsJcJh2s,100
AsKcQc2s,100
AsKhQc2s,100
AsKcQh2s,100
AsKhQh2s,100
AcAsQc2s,100
AhAsQc2s,100
AcAsQh2s,100
AhAsQh2s,100
AsQcQd2s,100
AsQdQh2s,100
AsQcQh2s,100
AcAsKc2s,100
AhAsKc2s,100
AcAsKh2s,100
AhAsKh2s,100
AsKc2d2s,100
AsKh2d2s,100
AsKc3d2s,100
AsKh3d2s,100
AsKc4d2s,100
AsKh4d2s,100
AsKc8d2s,100
AsKh8d2s,100
AsKc9d2s,100
AsKh9d2s,100
AsKcTd2s,100
AsKhTd2s,100
AsKcJd2s,100
AsKhJd2s,100
AsKcQd2s,100
AsKhQd2s,100
AcAs2d2s,100
AhAs2d2s,100
AcAs3d2s,100
AhAs3d2s,100
AcAs4d2s,100
AhAs4d2s,100
AcAs6d2s,100
AhAs6d2s,100
AcAs8d2s,100
AhAs8d2s,100
AcAs9d2s,100
AhAs9d2s,100
AcAsTd2s,100
AhAsTd2s,100
AcAsJd2s,100
AhAsJd2s,100
AcAsQd2s,100
AhAsQd2s,100
AcAhAs2s,100
As3d2d2s,100
As4d2d2s,100
As6d2d2s,100
As8d2d2s,100
As9d2d2s,100
AsTd2d2s,100
AsJd2d2s,100
AsQd2d2s,100
As6d3d2s,100
As9d3d2s,100
AsTd3d2s,100
AsJdTd2s,100
AsQdTd2s,100
Ac3c2c2s,100
Ac3h2c2s,100
Ah3h2c2s,100
Ac3c2h2s,100
Ah3c2h2s,100
Ah3h2h2s,100
Ac4c2c2s,100
Ac4h2c2s,100
Ah4h2c2s,100
Ac4c2h2s,100
